"","Species","taxon","male_mass","female_mass","male_wing","female_wing","male_tarsus","female_tarsus","male_bill","female_bill","female","male","family","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Kipps.Distance","Hand-Wing.Index","Tail.Length","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","min_elev","max_elev","species","mean_hct_female","mean_hct_male","sd_hct_female","sd_hct_male","mean_hb_female","mean_hb_male","sd_hb_female","sd_hb_male","SSDI_hct","SSDI_hb","max_sample_elev","mean_sample_elev","min_sample_elev","SSDI_mass","SSDI_bill","SSDI_wing","SSDI_tarsus"
"8132",NA,"Chlidonias hybridus",90,86,242,232,23.3,22.6,31.6,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0465116279069767,0.108771929824561,0.0431034482758621,0.0309734513274336
"8133",NA,"Chlidonias niger",61.8,58.7,218,213,16.4,16.3,27.8,26.5,NA,NA,"Laridae",31.1,18.4,3.5,5.4,15.8,123.7,62.1,77.8,"Wetland",3,3,"Carnivore","Aquatic predator",35.73,63.05,50.61,-10.11,12943719.56,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0528109028960817,0.0490566037735849,0.0234741784037559,0.00613496932515324
"8134",NA,"Chloroceryle americana",30.3,33.8,80.1,82.9,9.9,10.3,48.3,47.9,NA,NA,"Alcedinidae",42,34.2,6.2,8.7,7.8,19.7,25.6,57.8,"Riverine",3,1,"Carnivore","Aquatic predator",-36.5,32.45,-5.49,-64.46,16946715.06,0,2800,"Chloroceryle americana",0.522753390333333,0.512713128666667,0.0214070016045144,0.0328078027494585,17.2333333333333,17.0333333333333,1.45716619962629,0.30550504633039,-0.0192064974657832,-0.011605415860735,1744,581.166666666667,309,-0.103550295857988,0.00835073068893525,-0.0337756332931244,-0.0388349514563107
"8135",NA,"Chlorocichla falkensteini",29,30,89.3,86,21,20.5,19.1,17.9,NA,NA,"Pycnonotidae",18.7,9.8,4.2,5.2,21,12.5,13.5,87.8,"Shrubland",2,1,"Herbivore","Frugivore",-14.58,5.83,-1.88,13.93,978923.36,0,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0333333333333333,0.0670391061452516,0.0383720930232558,0.024390243902439
"8136",NA,"Chlorocichla flavicollis",53.4,42.5,108,103,25.6,25.4,21.5,21.3,NA,NA,"Pycnonotidae",22.9,11.4,4.6,5.8,24.7,15.3,14.7,98.2,"Shrubland",2,1,"Herbivore","Frugivore",-16.43,15.08,-0.36,16.67,6202058.13,0,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256470588235294,0.00938967136150231,0.0485436893203883,0.00787401574803161
"8137",NA,"Chlorocichla flaviventris",46.5,39.7,103,96.6,24.6,24.2,21.2,20.1,NA,NA,"Pycnonotidae",21.6,12,4.9,6.1,24,12.9,12.7,96.4,"Forest",1,1,"Herbivore","Omnivore",-30.65,1.95,-13.84,29.26,3986239.89,0,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171284634760705,0.0547263681592039,0.0662525879917185,0.0165289256198348
"8138",NA,"Chlorocichla laetissima",50.6,50,106,103,23.8,23.1,21.8,21.5,NA,NA,"Pycnonotidae",22,10.5,4.8,5.2,21.6,15,14.3,100.6,"Forest",1,1,"Herbivore","Omnivore",-8.39,4.51,-0.69,30.83,137013.1,1050,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,0.0139534883720931,0.029126213592233,0.0303030303030303
"8139",NA,"Chlorocichla simplex",47.8,45.1,103,95.5,25,24.1,22.3,20.3,NA,NA,"Pycnonotidae",20.2,11.4,5.4,6.1,25.3,12.5,12.4,94,"Shrubland",2,1,"Herbivore","Frugivore",-8.74,11.97,1.72,13,4003835.48,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0598669623059866,0.0985221674876847,0.0785340314136126,0.0373443983402489
"8140",NA,"Chloropeta natalensis",11,10.6,63.1,60,21.4,21.2,15.7,15.5,NA,NA,"Sylviidae",14.6,7.8,4.9,3.4,20.7,8.4,13.8,60.8,"Shrubland",2,1,"Carnivore","Invertivore",-32.66,11.63,-8.74,26.84,3742433.69,0,2600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0377358490566038,0.0129032258064516,0.0516666666666667,0.00943396226415091
"8141",NA,"Chloropeta similis",10.9,11.3,59.1,57.6,22.3,22.3,15.6,15.6,NA,NA,"Sylviidae",15.6,7.6,4.4,3,22.2,7.3,12.3,57.1,"Forest",2,1,"Carnivore","Invertivore",-11.12,4.81,-3.24,33.94,283650.62,1800,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0353982300884956,0,0.0260416666666667,0
"8142",NA,"Chondestes grammacus",28.3,27.8,87.2,82.8,19.71,19.37,9.21,9,NA,NA,"Emberizidae",15.1,9.7,5.1,7.1,20.1,24.7,28.8,64.3,"Shrubland",3,2,"Herbivore","Granivore",20.37,52.1,38.78,-103.76,5604939.24,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179856115107914,0.0233333333333334,0.0531400966183576,0.0175529168817759
"8143",NA,"Chrysococcyx basalis",22,24.3,102.7,100.7,18,17.9,16.7,17.2,NA,NA,"Cuculidae",15.9,9.4,4.1,4.2,18,40.5,40.6,68.4,"Woodland",2,1,"Carnivore","Invertivore",-43.64,-9.75,-25.73,134.49,7686831.12,0,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0946502057613169,-0.0290697674418605,0.0198609731876862,0.00558659217877103
"8144",NA,"Chrysococcyx caprius",28.6,35.9,114,119,17.2,17.5,20.4,20.5,NA,NA,"Cuculidae",18.3,11.6,6,5.2,18.3,43.6,38.5,79.6,"Shrubland",2,1,"Carnivore","Invertivore",-34.84,23.7,-2.97,20.41,17768023.87,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.203342618384401,-0.00487804878048787,-0.0420168067226891,-0.0171428571428572
"8145",NA,"Chrysococcyx lucidus",23.3,24.5,104.9,105.3,17,17.3,18.1,18.2,NA,NA,"Cuculidae",18.3,10.5,5.8,4.7,17.6,45.2,44,67.5,"Forest",2,1,"Carnivore","Invertivore",-47.29,-9.75,-30.39,144.03,2736789.25,0,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0489795918367347,-0.00549450549450538,-0.00379867046533705,-0.0173410404624278
"8146",NA,"Chrysococcyx minutillus",15.3,16.5,95.1,93,15.7,16,17.1,17.7,NA,NA,"Cuculidae",18.4,12.1,5.1,4.7,14.7,34.5,36.9,60.4,"Forest",1,1,"Carnivore","Invertivore",NA,NA,NA,NA,NA,0,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0727272727272727,-0.0338983050847456,0.0225806451612903,-0.01875
"8147",NA,"Chrysococcyx osculans",29.4,32.2,118.4,116.9,19.2,19.4,19.5,19.5,NA,NA,"Cuculidae",18.4,11.5,4.8,5.1,18.8,45.4,39.8,86.4,"Shrubland",2,1,"Carnivore","Invertivore",-38.86,-10.9,-25.39,134.69,7041722.87,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0869565217391306,0,0.0128314798973482,-0.0103092783505154
"8148",NA,"Chrysococcyx russatus",18.5,18.8,95.9,96.7,15.7,16.2,18,19.4,NA,NA,"Cuculidae",19.4,12.3,5.2,4.8,14.8,36.2,38.5,58.2,"Forest",1,1,"Carnivore","Invertivore",NA,NA,NA,NA,NA,0,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0159574468085107,-0.0721649484536082,-0.00827300930713544,-0.0308641975308642
"8149",NA,"Chthonicola sagittatus",13.7,12.9,61,59.5,19.8,19.2,12,11.8,NA,NA,"Acanthizidae",11.6,6.1,2.5,3,20,10.2,16.7,48.9,"Woodland",2,1,"Carnivore","Invertivore",-39.51,-21.71,-30.65,147.98,1269134.5,0,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0620155038759689,0.0169491525423728,0.0252100840336134,0.0312500000000001
"8150",NA,"Cichladusa arquata",36.2,33.1,89,86,25,24.4,19.5,18.8,NA,NA,"Muscicapidae",20.1,11.8,4.4,5,26.2,10.5,11.9,89,"Shrubland",2,1,"Carnivore","Invertivore",-25.67,-1.07,-11.38,32.36,2314814.62,0,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0936555891238671,0.0372340425531915,0.0348837209302326,0.0245901639344263
"8151",NA,"Cichladusa guttata",24.4,21.9,85,84,24.5,25.1,18.6,18.3,NA,NA,"Muscicapidae",19.1,10.3,3.9,4.3,25.8,9.8,11.6,82.7,"Shrubland",2,1,"Carnivore","Invertivore",-7.15,8.68,1.56,37.59,1373382.96,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114155251141553,0.0163934426229509,0.0119047619047619,-0.0239043824701196
"8152",NA,"Cichladusa ruficauda",30,30,88,86,24.3,24,19,19,NA,NA,"Muscicapidae",17.9,10.1,4.1,4.9,24.9,11.2,13.1,80.4,"Shrubland",2,1,"Omnivore","Invertivore",-18.02,5.34,-7.94,15.04,699193.3,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0232558139534884,0.0125
"8153",NA,"Cincloramphus cruralis",74.8,32.4,105.7,82.2,40.4,30.8,17.8,14.4,NA,NA,"Sylviidae",20.3,11.1,4.2,4.5,34.3,22.3,23,86.4,"Grassland",3,3,"Carnivore","Invertivore",-39.14,-16.36,-27.87,134.06,5817166.56,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30864197530864,0.236111111111111,0.285888077858881,0.311688311688312
"8154",NA,"Cinclosoma castaneothorax",60.8,58.7,93.6,90.5,29.7,28.7,19.6,19.1,NA,NA,"Cinclosomatidae",19.1,10.1,4.6,5,28.8,23.5,24.8,91.5,"Shrubland",2,1,"Carnivore","Invertivore",-31.71,-21.66,-26.39,127.92,1950002.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0357751277683134,0.0261780104712042,0.0342541436464088,0.0348432055749129
"8155",NA,"Cinclosoma castanotus",74.6,69.6,101.8,97.4,30.4,29.9,22,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0718390804597701,0.0232558139534884,0.0451745379876796,0.0167224080267559
"8156",NA,"Cinclosoma cinnamomeum",59.1,56.7,87.6,85.3,27.6,27,19.4,18.7,NA,NA,"Cinclosomatidae",19,10.6,4.3,4.8,28,18.2,20.9,78.4,"Shrubland",2,1,"Carnivore","Invertivore",-32.96,-21.99,-27.61,137.29,830632.09,0,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0423280423280423,0.0374331550802139,0.0269636576787807,0.0222222222222223
"8157",NA,"Cinclosoma punctatum",119.5,106.9,113.7,109.6,32.9,32.3,22.3,20.7,NA,NA,"Cinclosomatidae",22.2,11.8,4.6,5.5,33.1,24,21.8,114.3,"Forest",2,1,"Carnivore","Invertivore",-43.55,-23.25,-33.51,148.94,564852.46,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117867165575304,0.0772946859903382,0.0374087591240877,0.0185758513931889
"8158",NA,"Cinclus cinclus",66.4,57.4,97.8,88.9,29.5,27.4,22.3,20.9,NA,NA,"Cinclidae",22.1,11.7,3.4,4.4,28.4,24.5,27.6,50.1,"Riverine",3,1,"Carnivore","Aquatic predator",25.25,71.19,47.26,56.5,8499590.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156794425087108,0.0669856459330145,0.100112485939257,0.0766423357664234
"8159",NA,"Cinclus mexicanus",60,53.6,90,86,29.3,28.6,17.5,16.2,NA,NA,"Cinclidae",21.6,11.7,3.4,4.8,29.8,23.6,26.5,51.8,"Riverine",3,1,"Carnivore","Aquatic predator",8.36,69.6,52.35,-128.75,4910744.04,0,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119402985074627,0.080246913580247,0.0465116279069767,0.0244755244755244
"8160",NA,"Cinnyricinclus sharpii",43.8,47,104,97.3,22.4,21.7,15.9,14.9,NA,NA,"Sturnidae",17.6,8.2,4.9,4.4,21.1,29.5,28.5,63.9,"Forest",1,2,"Herbivore","Frugivore",-9.36,9.12,0.33,34.25,195407.09,1400,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0680851063829788,0.0671140939597315,0.0688591983556013,0.032258064516129
"8161",NA,"Cisticola aberrans",15.2,13.7,56.2,50.8,20.2,19.8,14.2,14.2,NA,NA,"Cisticolidae",13.6,7.6,2.8,3.3,20.3,4.9,9.2,57.2,"Rock",3,1,"Carnivore","Invertivore",-34.21,16.4,-10.35,24.91,2548206.53,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109489051094891,0,0.106299212598425,0.0202020202020201
"8162",NA,"Cisticola anonymus",15.5,12.5,61.4,53.9,22.8,21.6,16,14.9,NA,NA,"Cisticolidae",14.6,8.2,2.8,3.5,21,6.3,10.8,49.4,"Woodland",2,1,"Carnivore","Invertivore",-11.08,7.79,-0.34,17.63,2357531.94,0,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.0738255033557047,0.139146567717996,0.0555555555555555
"8163",NA,"Cisticola aridulus",8.3,10.2,52.2,47.2,18.6,18.4,11.8,12,NA,NA,"Cisticolidae",11.2,6.7,2.2,2.4,16.8,7.5,15.2,40.6,"Grassland",3,1,"Carnivore","Invertivore",-32.6,20.87,-11.38,23.5,4468382.38,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.186274509803921,-0.0166666666666666,0.10593220338983,0.0108695652173915
"8164",NA,"Cisticola brachypterus",7.5,7.8,49.7,44.2,17.9,18,12.1,12.1,NA,NA,"Cisticolidae",10.9,6.3,2.1,2.5,16.9,5.6,11.8,36,"Woodland",2,1,"Carnivore","Invertivore",-24.89,15.78,-0.8,21.11,7674053.24,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0384615384615384,0,0.124434389140271,-0.00555555555555563
"8165",NA,"Cisticola carruthersi",12,12.1,57.8,55,22,21.2,15,15,NA,NA,"Cisticolidae",13.1,7,2.3,2.8,20.1,6,10.1,53,"Wetland",2,1,"Carnivore","Invertivore",-3.26,2.65,-0.29,30.82,174334.6,1000,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00826446280991733,0,0.0509090909090909,0.0377358490566038
"8166",NA,"Cisticola chinianus",14.7,12.2,62.1,51.9,23.3,21,16.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204918032786885,0.132867132867133,0.196531791907515,0.10952380952381
"8167",NA,"Cisticola chubbi",17.5,14.7,62.8,57.5,25.5,24.2,16,15,NA,NA,"Cisticolidae",14.8,8.2,3.1,3.6,22.2,4.5,7.5,60.4,"Shrubland",2,1,"Carnivore","Invertivore",NA,NA,NA,NA,NA,850,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190476190476191,0.0666666666666667,0.0921739130434782,0.0537190082644628
"8168",NA,"Cisticola cinereolus",15.2,19,62.8,53.3,23.1,21,14.2,13.1,NA,NA,"Cisticolidae",13.5,7.6,2.6,3.3,20.4,6.6,11,52.2,"Desert",3,1,"Carnivore","Invertivore",-4.24,10.55,2.83,40.29,614939.78,300,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,0.0839694656488549,0.178236397748593,0.1
"8169",NA,"Cisticola dambo",9.3,8.7,54.7,47.8,20.9,20,11.1,10.9,NA,NA,"Cisticolidae",11.1,6.3,2.1,2.6,19.5,5.9,11.7,43.2,"Grassland",3,1,"Carnivore","Invertivore",-14.15,-0.73,-9.55,23.13,472758.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0689655172413795,0.0183486238532109,0.144351464435147,0.0449999999999999
"8170",NA,"Cisticola erythrops",13.6,12.9,58.7,53.2,23.5,21.7,17.3,16.3,NA,NA,"Cisticolidae",15.7,9.1,3.2,3.5,22.5,4.9,8.6,55.2,"Grassland",3,1,"Carnivore","Invertivore",-31.44,17.41,-2.19,18.75,6407914.95,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0542635658914728,0.0613496932515337,0.103383458646617,0.0829493087557604
"8171",NA,"Cisticola fulvicapillus",8.6,7.9,50.7,46.9,17.9,17.5,11.6,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0886075949367088,0.0265486725663716,0.0810234541577826,0.0228571428571428
"8172",NA,"Cisticola galactotes",18.4,18.5,62.3,56.7,24.8,22.2,16.7,16,NA,NA,"Cisticolidae",14.8,8.4,2.8,3.4,21.7,6.6,11.7,52.7,"Wetland",2,1,"Carnivore","Invertivore",-31.64,16.87,0.44,21.63,6962173.65,0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00540540540540548,0.04375,0.0987654320987653,0.117117117117117
"8173",NA,"Cisticola hunteri",16.2,14.8,61.9,58.9,25,24.4,14.9,15,NA,NA,"Cisticolidae",14.3,7.2,2.5,3.2,23.7,6.8,11.1,67.2,"Shrubland",2,1,"Carnivore","Invertivore",-4.48,1.76,-0.93,35.87,133032.12,1550,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0945945945945945,-0.00666666666666664,0.0509337860780985,0.0245901639344263
"8174",NA,"Cisticola lais",16,11.7,63.6,54.6,21.6,19.2,14.5,13.2,NA,NA,"Cisticolidae",13.5,7.2,2.7,3.3,21.4,6.6,11,50,"Grassland",3,1,"Carnivore","Invertivore",-34.39,3.13,-20.56,29.3,881974.02,0,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367521367521368,0.0984848484848486,0.164835164835165,0.125
"8175",NA,"Cisticola lateralis",20.7,12.4,66.6,53.7,23.6,20.8,16.2,14.9,NA,NA,"Cisticolidae",14.6,8.2,3,4,21.3,5.7,9.6,52,"Shrubland",2,1,"Carnivore","Invertivore",-11.2,13.71,1.6,13.49,3066342.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669354838709677,0.0872483221476509,0.240223463687151,0.134615384615385
"8176",NA,"Cisticola natalensis",20.8,13,68.8,58.1,26.8,24.1,16,14.1,NA,NA,"Cisticolidae",15,7.9,3.4,4.6,25.2,9.4,14.1,51,"Grassland",2,1,"Carnivore","Invertivore",-33.28,16.19,-3.2,23.57,7970636.77,0,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.134751773049645,0.184165232358003,0.112033195020747
"8177",NA,"Cisticola nigriloris",21.8,17.7,69,66.5,25.7,24.6,16,16.25,NA,NA,"Cisticolidae",15.8,8.5,3.6,4.1,26.4,6.7,10.3,71.6,"Shrubland",2,1,"Carnivore","Invertivore",-11.1,-6.25,-8.68,34.32,71914.39,1100,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231638418079096,-0.0153846153846154,0.037593984962406,0.0447154471544715
"8178",NA,"Cisticola pipiens",14.1,12.9,61.8,56.1,23.6,22.7,14.5,14.2,NA,NA,"Cisticolidae",14.5,8.2,2.5,3.4,22.8,6.7,10.5,73,"Wetland",3,1,"Carnivore","Invertivore",-19.77,-3,-12.05,25.61,1127080.04,0,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0930232558139534,0.0211267605633803,0.101604278074866,0.0396475770925111
"8179",NA,"Cisticola robustus",19.3,15.1,67.3,59.4,25.7,22.9,15.4,14.6,NA,NA,"Cisticolidae",15.3,8,3.1,4,24.8,8.4,12.3,54.8,"Grassland",3,1,"Carnivore","Invertivore",-15.02,15.04,-4.14,27.86,1229121.48,1200,2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278145695364238,0.0547945205479453,0.132996632996633,0.122270742358079
"8180",NA,"Cisticola subruficapillus",12.1,9.3,55.3,49.9,19.7,17.6,12.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301075268817204,0.0416666666666667,0.108216432865731,0.119318181818182
"8181",NA,"Cisticola textrix",11.9,9,53.3,48.3,20.8,19.5,11.5,11.1,NA,NA,"Cisticolidae",11.1,6.5,2.2,2.6,19.7,6.6,13,31.4,"Grassland",3,1,"Carnivore","Invertivore",-34.84,-11.1,-26.13,25.91,702791.56,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322222222222222,0.0360360360360361,0.10351966873706,0.0666666666666667
"8182",NA,"Cladorhynchus leucocephalus",262.8,261,201.5,196.2,86.8,80.8,71.4,66.3,NA,NA,"Recurvirostridae",72.2,57.2,4.4,4,82.8,102.3,52,77.4,"Wetland",3,1,"Carnivore","Aquatic predator",-33.79,-22.06,-28.99,122.25,96302.92,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00689655172413797,0.076923076923077,0.027013251783894,0.0742574257425743
"8183",NA,"Clamator glandarius",169,138,209,199,35.4,33.8,30.9,30.3,NA,NA,"Cuculidae",29.8,18.7,8.1,8.4,33.4,80.9,41.9,197.2,"Shrubland",2,3,"Carnivore","Invertivore",-34.05,44.27,1.44,21.23,13672737.21,500,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22463768115942,0.0198019801980197,0.050251256281407,0.0473372781065089
"8184",NA,"Climacteris affinis",21.9,21.4,88.4,87.4,20.4,20.2,16.9,16.5,NA,NA,"Climacteridae",17.5,9.1,3.2,3,19.2,23.9,27.9,58.4,"Shrubland",2,1,"Carnivore","Invertivore",-36.27,-21.09,-28.49,133.53,2630036.35,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0233644859813084,0.0242424242424242,0.011441647597254,0.00990099009900987
"8185",NA,"Climacteris erythrops",23.6,22.7,85.3,83.9,22.4,22,19.7,19,NA,NA,"Climacteridae",20.6,10.5,3.1,3.5,21.5,21,25.2,64.2,"Forest",2,1,"Carnivore","Invertivore",-39.14,-25.28,-32.9,150.15,317210.54,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0396475770925111,0.0368421052631579,0.0166865315852204,0.0181818181818181
"8186",NA,"Climacteris melanura",33.5,30.3,96.9,93.6,24.6,23.4,19.1,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105610561056106,0.0670391061452516,0.0352564102564104,0.0512820512820514
"8187",NA,"Climacteris picumnus",35.3,34.5,92.7,90.5,23.5,23,17.9,17.8,NA,NA,"Climacteridae",18.6,10,3.4,3.6,23.2,23.1,25.9,63.4,"Forest",2,1,"Carnivore","Invertivore",-38.43,-11,-28.79,145.77,2269397.31,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231884057971014,0.00561797752808977,0.0243093922651934,0.0217391304347826
"8188",NA,"Climacteris rufa",34.6,30.8,88.8,85.8,24.8,23.8,19.1,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123376623376623,0.0324324324324325,0.034965034965035,0.0420168067226891
"8189",NA,"Clytospiza monteiri",14.7,15.4,57.8,58.1,16.8,17.1,14.1,13.8,NA,NA,"Estrildidae",13.2,9.4,4.9,6.6,15,6.7,11.4,53.4,"Shrubland",2,1,"Omnivore","Omnivore",-11.46,9.16,2.5,20.58,1193530.92,0,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0454545454545455,0.0217391304347825,-0.00516351118760765,-0.0175438596491228
"8190",NA,"Coccothraustes coccothraustes",56.5,52.9,103.6,101.4,21.4,20.9,25.3,24.4,NA,NA,"Fringillidae",23,16.6,12,15,21,33.6,32.9,57.2,"Forest",1,2,"Herbivore","Omnivore",30.4,63.38,51.17,60.81,12197802.66,0,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0680529300567108,0.0368852459016394,0.0216962524654831,0.0239234449760766
"8191",NA,"Coccyzus americanus",58.8,62.6,144.8,148.1,25.05,25.49,18.97,19.41,NA,NA,"Cuculidae",29.2,20,7,8.2,24.5,62.4,43,146.3,"Forest",1,3,"Carnivore","Invertivore",-14.02,48.99,36.04,-90.96,5270361.03,0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0607028753993611,-0.0226687274600722,-0.0222822417285617,-0.0172616712436249
"8192",NA,"Coccyzus erythropthalmus",45.8,55.5,137.7,141.7,23.59,24.17,16.84,17,NA,NA,"Cuculidae",27,17,5.7,6.6,22.9,55.3,40.8,143.4,"Forest",1,3,"Carnivore","Invertivore",32.02,55.74,43.59,-90.65,4944717.14,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.174774774774775,-0.00941176470588236,-0.0282286520818631,-0.0239966901117088
"8193",NA,"Coccyzus minor",64.3,69,136.5,136.9,28.75,28.46,19.54,19.7,NA,NA,"Cuculidae",31.3,20.6,6.8,9.1,28.1,43,31.7,155.3,"Woodland",2,2,"Carnivore","Invertivore",-2.92,28.42,14.86,-79.81,1105292.18,0,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0681159420289855,-0.00812182741116752,-0.00292184075967864,0.0101897399859452
